an,ap,ar,as,br,ch,ct,date,dateymd,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,status,tg,tn,tr,tt,un,up,ut,wb
0,0,0,0,0,0,0,14-Mar-20,2020-03-14,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,Recovered,0,0,0,9,0,4,0,0
0,0,0,0,0,0,0,15-Mar-20,2020-03-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,Recovered,1,0,0,4,0,0,0,0
0,0,0,0,0,0,0,16-Mar-20,2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,17-Mar-20,2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,18-Mar-20,2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19-Mar-20,2020-03-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,5,0,4,0,0
0,0,0,0,0,0,0,20-Mar-20,2020-03-20,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,21-Mar-20,2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,22-Mar-20,2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23-Mar-20,2020-03-23,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,24-Mar-20,2020-03-24,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,5,0,2,0,0
0,1,0,0,0,0,0,25-Mar-20,2020-03-25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,26-Mar-20,2020-03-26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,7,0,0,0,0
0,0,0,0,0,0,0,27-Mar-20,2020-03-27,0,0,0,0,0,1,0,0,0,2,0,3,0,18,0,0,6,0,0,0,1,0,0,0,Recovered,0,1,0,26,0,0,0,0
0,0,0,0,0,0,0,28-Mar-20,2020-03-28,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,6,0,0,0,0,0,0,0,Recovered,0,0,0,9,0,0,1,0
